cluster_id,cluster_name,version,PD 节点数,TiDB 节点数,TiKV 节点数,TiFlash 节点数,Total QPS(MAX),实际数据存储量(byte),组件tikv,组件tidb,组件pd,组件tiflash
1379661944646414751,pressure-test-bet-wallet-7-5,v7.5.5,3,2,6,0,{'max': 260.4833333333334},{'max': 1978723693443.0},实例类型:m6g.2xlarge  CPU(core):8  Memory(byte):34359738368  ,实例类型:c6g.2xlarge  CPU(core):8  Memory(byte):17179869184  ,实例类型:c6g.xlarge  CPU(core):4  Memory(byte):8589934592  ,
1379661944646415222,pressure-test-bet-order-7-5,v7.5.5,3,1,3,1,{'max': 168.9},{'max': 6446167125767.0},实例类型:m6g.4xlarge  CPU(core):16  Memory(byte):68719476736  ,实例类型:c6g.2xlarge  CPU(core):8  Memory(byte):17179869184  ,实例类型:c6g.4xlarge  CPU(core):16  Memory(byte):34359738368  ,实例类型:r6g.4xlarge  CPU(core):16  Memory(byte):137438953472  
1379661944646415312,pressure-test-go-saas-7-5-region1,v7.5.5,3,4,9,1,{'max': 19025.233333333334},{'max': 4718720837665.0},实例类型:m6g.8xlarge  CPU(core):32  Memory(byte):137438953472  ,实例类型:c6g.8xlarge  CPU(core):32  Memory(byte):68719476736  ,实例类型:c6g.8xlarge  CPU(core):32  Memory(byte):68719476736  ,实例类型:r6g.4xlarge  CPU(core):16  Memory(byte):137438953472  
1379661944646415385,prod-us-saas-region04-tidb,v7.5.4,3,20,69,3,{'max': 236668.55833333332},{'max': 84567470831133.0},实例类型:m6g.8xlarge  CPU(core):32  Memory(byte):137438953472  ,实例类型:m6g.16xlarge  CPU(core):64  Memory(byte):274877906944  ,实例类型:c6g.16xlarge  CPU(core):64  Memory(byte):137438953472  ,实例类型:r6g.8xlarge  CPU(core):32  Memory(byte):274877906944  
1379661944646416017,us-betcenter-order-prod-01-v75,v7.5.4,3,13,51,10,{'max': 19259.550000000003},{'max': 63047594310658.0},实例类型:m6g.8xlarge  CPU(core):32  Memory(byte):137438953472  ,实例类型:m6g.16xlarge  CPU(core):64  Memory(byte):274877906944  ,实例类型:c6g.8xlarge  CPU(core):32  Memory(byte):68719476736  ,实例类型:r6g.8xlarge  CPU(core):32  Memory(byte):274877906944  
1379661944646416018,us-betcenter-order-prod-02-v75,v7.5.4,3,12,36,10,{'max': 14773.816666666668},{'max': 49905056963179.0},实例类型:m6g.8xlarge  CPU(core):32  Memory(byte):137438953472  ,实例类型:m6g.16xlarge  CPU(core):64  Memory(byte):274877906944  ,实例类型:c6g.8xlarge  CPU(core):32  Memory(byte):68719476736  ,实例类型:r6g.8xlarge  CPU(core):32  Memory(byte):274877906944  
1379661944646416019,us-betcenter-order-prod-04-v75,v7.5.4,3,11,39,10,{'max': 20438.11666666667},{'max': 64958033289901.0},实例类型:m6g.8xlarge  CPU(core):32  Memory(byte):137438953472  ,实例类型:m6g.16xlarge  CPU(core):64  Memory(byte):274877906944  ,实例类型:c6g.8xlarge  CPU(core):32  Memory(byte):68719476736  ,实例类型:r6g.8xlarge  CPU(core):32  Memory(byte):274877906944  
1379661944646416020,us-betcenter-order-prod-03-v75,v7.5.4,3,13,45,8,{'max': 11853.283333333331},{'max': 34295811471055.0},实例类型:m6g.8xlarge  CPU(core):32  Memory(byte):137438953472  ,实例类型:m6g.16xlarge  CPU(core):64  Memory(byte):274877906944  ,实例类型:c6g.8xlarge  CPU(core):32  Memory(byte):68719476736  ,实例类型:r6g.8xlarge  CPU(core):32  Memory(byte):274877906944  
1379661944646416027,prod-us-saas-region01-tidb-v75,v7.5.4,3,30,75,6,{'max': 211204.78333333335},{'max': 143330779149585.0},实例类型:m6g.8xlarge  CPU(core):32  Memory(byte):137438953472  ,实例类型:m6g.16xlarge  CPU(core):64  Memory(byte):274877906944  ,实例类型:c6g.16xlarge  CPU(core):64  Memory(byte):137438953472  ,实例类型:r6g.8xlarge  CPU(core):32  Memory(byte):274877906944  
1379661944646416046,bet-config-prod-v75,v7.5.4,3,10,15,2,{'max': 58864.45},{'max': 13495880896810.0},实例类型:m6g.8xlarge  CPU(core):32  Memory(byte):137438953472  ,实例类型:c6g.8xlarge  CPU(core):32  Memory(byte):68719476736  ,实例类型:c6g.16xlarge  CPU(core):64  Memory(byte):137438953472  ,实例类型:r6g.4xlarge  CPU(core):16  Memory(byte):137438953472  
1379661944646416054,prod-us-saas-region02-tidb-v75,v7.5.4,3,23,54,4,{'max': 162204.975},{'max': 97841641261320.0},实例类型:m6g.8xlarge  CPU(core):32  Memory(byte):137438953472  ,实例类型:m6g.16xlarge  CPU(core):64  Memory(byte):274877906944  ,实例类型:c6g.16xlarge  CPU(core):64  Memory(byte):137438953472  ,实例类型:r6g.8xlarge  CPU(core):32  Memory(byte):274877906944  
1379661944646416073,prod-seamless-wallet-01-v75,v7.5.4,3,18,30,0,{'max': 207065.86666666667},{'max': 34522281360222.0},实例类型:m6g.8xlarge  CPU(core):32  Memory(byte):137438953472  ,实例类型:c6g.8xlarge  CPU(core):32  Memory(byte):68719476736  ,实例类型:c6g.16xlarge  CPU(core):64  Memory(byte):137438953472  ,
1379661944646416074,prod-seamless-wallet-03-v75,v7.5.4,3,12,18,0,{'max': 153685.525},{'max': 25812671112711.0},实例类型:m6g.8xlarge  CPU(core):32  Memory(byte):137438953472  ,实例类型:m6g.8xlarge  CPU(core):32  Memory(byte):137438953472  ,实例类型:c6g.16xlarge  CPU(core):64  Memory(byte):137438953472  ,
1379661944646416075,prod-seamless-wallet-02-v75,v7.5.4,3,11,30,0,{'max': 142509.5},{'max': 20256712104276.0},实例类型:m6g.8xlarge  CPU(core):32  Memory(byte):137438953472  ,实例类型:c6g.8xlarge  CPU(core):32  Memory(byte):68719476736  ,实例类型:c6g.16xlarge  CPU(core):64  Memory(byte):137438953472  ,
1379661944646416076,prod-us-saas-region03-tidb-v75,v7.5.4,3,25,51,4,{'max': 191183.2416666667},{'max': 84366128302317.0},实例类型:m6g.8xlarge  CPU(core):32  Memory(byte):137438953472  ,实例类型:m6g.16xlarge  CPU(core):64  Memory(byte):274877906944  ,实例类型:c6g.16xlarge  CPU(core):64  Memory(byte):137438953472  ,实例类型:r6g.8xlarge  CPU(core):32  Memory(byte):274877906944  
1379661944646416096,prod-us-saas-nacos-xxljob-bjx-tidb,v7.5.4,3,3,3,0,{'max': 1282.8583333333333},{'max': 45711006370.0},实例类型:m6g.4xlarge  CPU(core):16  Memory(byte):68719476736  ,实例类型:c6g.8xlarge  CPU(core):32  Memory(byte):68719476736  ,实例类型:c6g.4xlarge  CPU(core):16  Memory(byte):34359738368  ,
